日期,类型,价格,数量,金额,累计持仓,累计成本,股票代码,股票名称,阶段,利润,利润率,持仓天数
2024-06-14,卖出,89.83,1100,98813.0,,,300394,天孚通信,熊市,1133.0,1.15990990990991,1.0
2024-09-06,买入,71.6,1400,100239.99999999999,1400.0,100239.99999999999,300394,天孚通信,熊市,,,
2024-09-10,卖出,73.69,1400,103166.0,,,300394,天孚通信,熊市,2926.0000000000146,2.918994413407836,89.0
2025-06-13,买入,248.1,400,99240.0,400.0,99240.0,300750,宁德时代,牛市,,,
2025-06-20,卖出,241.06,400,96424.0,,,300750,宁德时代,牛市,-2816.0,-2.837565497783152,7.0
2025-06-25,买入,246.5,300,73950.0,300.0,73950.0,300750,宁德时代,牛市,,,
2025-07-14,卖出,271.0,300,81300.0,,,300750,宁德时代,牛市,7350.0,9.939148073022313,31.0
2025-07-21,买入,277.0,300,83100.0,300.0,83100.0,300750,宁德时代,牛市,,,
2025-07-31,卖出,280.8,300,84240.0,,,300750,宁德时代,牛市,1140.0,1.371841155234657,48.0
2025-08-14,买入,276.89,300,83067.0,300.0,83067.0,300750,宁德时代,牛市,,,
2025-08-28,卖出,276.06,300,82818.0,,,300750,宁德时代,牛市,-249.0,-0.2997580266531836,76.0
2024-11-07,买入,258.0,300,77400.0,300.0,77400.0,300750,宁德时代,震荡,,,
2024-11-18,卖出,265.56,300,79668.0,,,300750,宁德时代,震荡,2268.0,2.9302325581395348,11.0
2024-12-03,买入,261.0,300,78300.0,300.0,78300.0,300750,宁德时代,震荡,,,
2024-12-19,卖出,269.26,300,80778.0,,,300750,宁德时代,震荡,2478.0,3.164750957854406,42.0
2024-12-26,买入,267.2,300,80160.0,300.0,80160.0,300750,宁德时代,震荡,,,
2025-01-08,卖出,245.99,300,73797.0,,,300750,宁德时代,震荡,-6363.0,-7.937874251497005,62.0
2025-01-15,买入,256.2,300,76860.0,300.0,76860.0,300750,宁德时代,震荡,,,
2025-03-03,卖出,265.0,300,79500.0,,,300750,宁德时代,震荡,2640.0,3.434816549570648,116.0
2024-05-21,买入,203.67,400,81468.0,400.0,81468.0,300750,宁德时代,熊市,,,
2024-05-22,卖出,202.5,400,81000.0,,,300750,宁德时代,熊市,-468.0,-0.5744586831639417,1.0
2024-05-23,买入,204.2,400,81680.0,400.0,81680.0,300750,宁德时代,熊市,,,
2024-06-12,卖出,186.0,400,74400.0,,,300750,宁德时代,熊市,-7280.0,-8.9128305582762,22.0
2024-06-19,买入,190.6,400,76240.0,400.0,76240.0,300750,宁德时代,熊市,,,
2024-06-28,卖出,183.8,400,73520.0,,,300750,宁德时代,熊市,-2720.0,-3.5676810073452256,38.0
2024-07-05,买入,181.0,400,72400.0,400.0,72400.0,300750,宁德时代,熊市,,,
2024-07-09,卖出,175.3,400,70120.0,,,300750,宁德时代,熊市,-2280.0,-3.1491712707182318,49.0
2024-07-12,买入,177.85,400,71140.0,400.0,71140.0,300750,宁德时代,熊市,,,
2024-07-24,卖出,186.0,400,74400.0,,,300750,宁德时代,熊市,3260.0,4.582513353949958,64.0
2024-08-14,买入,172.99,500,86495.0,500.0,86495.0,300750,宁德时代,熊市,,,
2024-08-23,卖出,177.0,500,88500.0,,,300750,宁德时代,熊市,2005.0,2.3180530666512515,94.0
2024-08-29,买入,179.17,500,89585.0,500.0,89585.0,300750,宁德时代,熊市,,,
2024-09-10,卖出,185.5,500,92750.0,,,300750,宁德时代,熊市,3165.0,3.5329575263716024,112.0
2025-05-30,买入,13.48,7400,99752.0,7400.0,99752.0,600522,中天科技,牛市,,,
2025-07-07,卖出,14.17,7400,104858.0,,,600522,中天科技,牛市,5106.0,5.118694362017804,38.0
2025-07-18,买入,14.3,7300,104390.0,7300.0,104390.0,600522,中天科技,牛市,,,
2025-07-21,卖出,14.12,7300,103076.0,,,600522,中天科技,牛市,-1314.0,-1.2587412587412588,52.0
2025-07-22,买入,14.45,7100,102595.0,7100.0,102595.0,600522,中天科技,牛市,,,
2025-08-28,卖出,15.68,7100,111328.0,,,600522,中天科技,牛市,8733.0,8.512110726643598,90.0
2025-09-09,买入,16.3,6900,112470.0,6900.0,112470.0,600522,中天科技,牛市,,,
2025-09-10,卖出,16.01,6900,110469.00000000001,,,600522,中天科技,牛市,-2000.9999999999854,-1.7791411042944656,103.0
2025-09-12,买入,16.3,6700,109210.0,6700.0,109210.0,600522,中天科技,牛市,,,
2025-09-16,卖出,15.69,6700,105123.0,,,600522,中天科技,牛市,-4087.0,-3.742331288343558,109.0
2025-09-19,买入,16.8,6300,105840.0,6300.0,105840.0,600522,中天科技,牛市,,,
2025-09-22,卖出,16.99,6300,107036.99999999999,,,600522,中天科技,牛市,1196.9999999999854,1.1309523809523672,115.0
2025-09-24,买入,17.24,6200,106887.99999999999,6200.0,106887.99999999999,600522,中天科技,牛市,,,
2025-10-14,卖出,18.99,6200,117737.99999999999,,,600522,中天科技,牛市,10850.0,10.1508120649652,137.0
2025-10-30,买入,17.42,6800,118456.00000000001,6800.0,118456.00000000001,600522,中天科技,牛市,,,
2025-10-31,卖出,17.09,6800,116212.0,,,600522,中天科技,牛市,-2244.0000000000146,-1.894374282433996,154.0
2024-11-07,买入,16.78,5900,99002.0,5900.0,99002.0,600522,中天科技,震荡,,,
2024-11-15,卖出,16.54,5900,97586.0,,,600522,中天科技,震荡,-1416.0,-1.430274135876043,8.0
2024-12-03,买入,16.27,6000,97620.0,6000.0,97620.0,600522,中天科技,震荡,,,
2024-12-30,卖出,14.72,6000,88320.0,,,600522,中天科技,震荡,-9300.0,-9.526736324523663,53.0
2025-01-08,买入,13.66,6500,88790.0,6500.0,88790.0,600522,中天科技,震荡,,,
2025-01-13,卖出,13.06,6500,84890.0,,,600522,中天科技,震荡,-3900.0,-4.392386530014641,67.0
2025-01-15,买入,13.29,6400,85056.0,6400.0,85056.0,600522,中天科技,震荡,,,
2025-03-03,卖出,13.89,6400,88896.0,,,600522,中天科技,震荡,3840.0,4.514672686230249,116.0
2025-03-18,买入,15.47,5700,88179.0,5700.0,88179.0,600522,中天科技,震荡,,,
2025-03-20,卖出,15.08,5700,85956.0,,,600522,中天科技,震荡,-2223.0,-2.5210084033613445,133.0
2025-03-24,买入,16.05,5400,86670.0,5400.0,86670.0,600522,中天科技,震荡,,,
2025-03-26,卖出,14.86,5400,80244.0,,,600522,中天科技,震荡,-6426.0,-7.414330218068536,139.0
2024-05-28,买入,15.43,6400,98752.0,6400.0,98752.0,600522,中天科技,熊市,,,
2024-06-03,卖出,15.01,6400,96064.0,,,600522,中天科技,熊市,-2688.0,-2.7219701879455602,6.0
2024-06-27,买入,15.23,6300,95949.0,6300.0,95949.0,600522,中天科技,熊市,,,
2024-06-28,卖出,15.1,6300,95130.0,,,600522,中天科技,熊市,-819.0,-0.8535784635587657,31.0
2024-07-01,买入,15.86,6000,95160.0,6000.0,95160.0,600522,中天科技,熊市,,,
2024-07-03,卖出,15.13,6000,90780.0,,,600522,中天科技,熊市,-4380.0,-4.602774274905422,36.0
2024-08-19,买入,13.33,6900,91977.0,6900.0,91977.0,600522,中天科技,熊市,,,
2024-08-22,卖出,13.06,6900,90114.0,,,600522,中天科技,熊市,-1863.0,-2.0255063765941483,86.0
2024-08-29,买入,12.65,7100,89815.0,7100.0,89815.0,600522,中天科技,熊市,,,
2024-09-10,卖出,13.01,7100,92371.0,,,600522,中天科技,熊市,2556.0,2.8458498023715415,105.0
2025-05-07,买入,16.31,6100,99490.99999999999,6100.0,99490.99999999999,600875,东方电气,牛市,,,
2025-05-20,卖出,16.21,6100,98881.0,,,600875,东方电气,牛市,-609.9999999999854,-0.61312078479459,13.0
2025-05-30,买入,16.12,6100,98332.0,6100.0,98332.0,600875,东方电气,牛市,,,
2025-06-23,卖出,16.19,6100,98759.00000000001,,,600875,东方电气,牛市,427.00000000001455,0.4342431761786748,47.0
2025-06-30,买入,16.72,5900,98648.0,5900.0,98648.0,600875,东方电气,牛市,,,
2025-07-14,卖出,17.26,5900,101834.00000000001,,,600875,东方电气,牛市,3186.0000000000146,3.22966507177035,68.0
2025-07-21,买入,19.62,5200,102024.0,5200.0,102024.0,600875,东方电气,牛市,,,
2025-07-28,卖出,20.81,5200,108212.0,,,600875,东方电气,牛市,6188.0,6.065239551478084,82.0
2025-08-18,买入,19.9,5400,107459.99999999999,5400.0,107459.99999999999,600875,东方电气,牛市,,,
2025-08-28,卖出,19.62,5400,105948.0,,,600875,东方电气,牛市,-1511.9999999999854,-1.4070351758793838,113.0
2025-09-09,买入,19.44,5500,106920.0,5500.0,106920.0,600875,东方电气,牛市,,,
2025-09-11,卖出,18.91,5500,104005.0,,,600875,东方电气,牛市,-2915.0,-2.7263374485596708,127.0
2025-09-12,买入,19.36,5400,104544.0,5400.0,104544.0,600875,东方电气,牛市,,,
2025-09-19,卖出,18.81,5400,101574.0,,,600875,东方电气,牛市,-2970.0,-2.840909090909091,135.0
2025-09-26,买入,18.92,5300,100276.00000000001,5300.0,100276.00000000001,600875,东方电气,牛市,,,
2025-10-21,卖出,20.19,5300,107007.0,,,600875,东方电气,牛市,6730.999999999985,6.7124735729386735,167.0
2025-10-28,买入,21.4,5000,107000.0,5000.0,107000.0,600875,东方电气,牛市,,,
2025-10-31,结算,20.87,5000,104350.0,,,600875,东方电气,牛市,-2650.0,-2.4766355140186915,177.0
2024-12-27,买入,15.97,6200,99014.0,6200.0,99014.0,600875,东方电气,震荡,,,
2025-01-03,卖出,15.0,6200,93000.0,,,600875,东方电气,震荡,-6014.0,-6.073888541014402,7.0
2025-01-17,买入,14.42,6500,93730.0,6500.0,93730.0,600875,东方电气,震荡,,,
2025-02-20,卖出,14.9,6500,96850.0,,,600875,东方电气,震荡,3120.0,3.3287101248266295,55.0
2025-03-18,买入,15.29,6300,96327.0,6300.0,96327.0,600875,东方电气,震荡,,,
2025-03-31,卖出,15.05,6300,94815.0,,,600875,东方电气,震荡,-1512.0,-1.5696533682145193,94.0
2024-05-28,买入,18.55,5300,98315.0,5300.0,98315.0,600875,东方电气,熊市,,,
2024-06-12,卖出,18.23,5300,96619.0,,,600875,东方电气,熊市,-1696.0,-1.725067385444744,15.0
2024-07-15,买入,16.64,5900,98176.0,5900.0,98176.0,600875,东方电气,熊市,,,
2024-07-24,卖出,16.02,5900,94518.0,,,600875,东方电气,熊市,-3658.0,-3.7259615384615383,57.0
2024-07-29,买入,16.3,5800,94540.0,5800.0,94540.0,600875,东方电气,熊市,,,
2024-07-30,卖出,16.06,5800,93147.99999999999,,,600875,东方电气,熊市,-1392.0000000000146,-1.4723926380368253,63.0
2024-08-01,买入,16.22,5700,92454.0,5700.0,92454.0,600875,东方电气,熊市,,,
2024-08-05,卖出,15.77,5700,89889.0,,,600875,东方电气,熊市,-2565.0,-2.7743526510480887,69.0
2024-08-13,买入,15.9,5700,90630.0,5700.0,90630.0,600875,东方电气,熊市,,,
2024-08-16,卖出,14.39,5700,82023.0,,,600875,东方电气,熊市,-8607.0,-9.49685534591195,80.0
2024-08-29,买入,13.5,6000,81000.0,6000.0,81000.0,600875,东方电气,熊市,,,
2024-09-06,卖出,13.19,6000,79140.0,,,600875,东方电气,熊市,-1860.0,-2.2962962962962963,101.0
2025-05-22,买入,39.96,2500,99900.0,2500.0,99900.0,601088,中国神华,牛市,,,
2025-05-28,卖出,39.53,2500,98825.0,,,601088,中国神华,牛市,-1075.0,-1.0760760760760761,6.0
2025-05-30,买入,39.78,2400,95472.0,2400.0,95472.0,601088,中国神华,牛市,,,
2025-06-03,卖出,39.24,2400,94176.0,,,601088,中国神华,牛市,-1296.0,-1.3574660633484164,12.0
2025-07-04,买入,40.4,2400,96960.0,2400.0,96960.0,601088,中国神华,牛市,,,
2025-07-08,卖出,37.75,2400,90600.0,,,601088,中国神华,牛市,-6360.0,-6.5594059405940595,47.0
2025-07-21,买入,37.51,2400,90024.0,2400.0,90024.0,601088,中国神华,牛市,,,
2025-08-01,卖出,38.17,2400,91608.0,,,601088,中国神华,牛市,1584.0,1.7595307917888565,71.0
2025-08-19,买入,39.15,2300,90045.0,2300.0,90045.0,601088,中国神华,牛市,,,
2025-08-29,卖出,37.9,2300,87170.0,,,601088,中国神华,牛市,-2875.0,-3.1928480204342273,99.0
2025-09-08,买入,38.16,2300,87767.99999999999,2300.0,87767.99999999999,601088,中国神华,牛市,,,
2025-09-22,卖出,38.73,2300,89079.0,,,601088,中国神华,牛市,1311.0000000000146,1.4937106918239162,123.0
2025-10-15,买入,40.64,2200,89408.0,2200.0,89408.0,601088,中国神华,牛市,,,
2025-10-30,卖出,42.31,2200,93082.0,,,601088,中国神华,牛市,3674.0,4.109251968503937,161.0
2024-11-04,买入,41.12,2400,98688.0,2400.0,98688.0,601088,中国神华,震荡,,,
2024-11-18,卖出,39.99,2400,95976.0,,,601088,中国神华,震荡,-2712.0,-2.748054474708171,14.0
2024-11-22,买入,41.19,2300,94737.0,2300.0,94737.0,601088,中国神华,震荡,,,
2024-12-19,卖出,42.72,2300,98256.0,,,601088,中国神华,震荡,3519.0,3.7144938091769846,45.0
2025-01-17,买入,39.68,2500,99200.0,2500.0,99200.0,601088,中国神华,震荡,,,
2025-01-21,卖出,38.78,2500,96950.0,,,601088,中国神华,震荡,-2250.0,-2.2681451612903225,78.0
2025-01-24,买入,38.62,2500,96550.0,2500.0,96550.0,601088,中国神华,震荡,,,
2025-02-21,卖出,36.17,2500,90425.0,,,601088,中国神华,震荡,-6125.0,-6.343863283272916,109.0
2025-02-25,买入,35.53,2600,92378.0,2600.0,92378.0,601088,中国神华,震荡,,,
2025-03-03,卖出,35.58,2600,92508.0,,,601088,中国神华,震荡,130.0,0.14072614691809737,119.0
2024-05-27,买入,41.59,2400,99816.00000000001,2400.0,99816.00000000001,601088,中国神华,熊市,,,
2024-06-14,卖出,44.45,2400,106680.0,,,601088,中国神华,熊市,6863.999999999985,6.876653041596523,18.0
2024-07-19,买入,42.03,2500,105075.0,2500.0,105075.0,601088,中国神华,熊市,,,
2024-07-30,卖出,40.68,2500,101700.0,,,601088,中国神华,熊市,-3375.0,-3.2119914346895073,64.0
2024-08-09,买入,38.8,2600,100879.99999999999,2600.0,100879.99999999999,601088,中国神华,熊市,,,
2024-08-23,卖出,39.81,2600,103506.0,,,601088,中国神华,熊市,2626.0000000000146,2.6030927835051694,88.0
2024-08-29,买入,41.38,2500,103450.0,2500.0,103450.0,601088,中国神华,熊市,,,
2024-09-05,卖出,39.63,2500,99075.0,,,601088,中国神华,熊市,-4375.0,-4.229096181730305,101.0
2025-05-14,买入,5.62,17700,99474.0,17700.0,99474.0,601288,农业银行,牛市,,,
2025-05-30,卖出,5.51,17700,97527.0,,,601288,农业银行,牛市,-1947.0,-1.9572953736654803,16.0
2025-06-23,买入,5.76,17000,97920.0,17000.0,97920.0,601288,农业银行,牛市,,,
2025-06-30,卖出,5.85,17000,99450.0,,,601288,农业银行,牛市,1530.0,1.5625,47.0
2025-07-07,买入,6.03,16500,99495.0,16500.0,99495.0,601288,农业银行,牛市,,,
2025-07-14,卖出,6.32,16500,104280.0,,,601288,农业银行,牛市,4785.0,4.809286898839138,61.0
2025-07-29,买入,6.2,16800,104160.0,16800.0,104160.0,601288,农业银行,牛市,,,
2025-07-30,卖出,6.15,16800,103320.0,,,601288,农业银行,牛市,-840.0,-0.8064516129032258,77.0
2025-07-31,买入,6.25,16500,103125.0,16500.0,103125.0,601288,农业银行,牛市,,,
2025-08-01,卖出,6.31,16500,104115.0,,,601288,农业银行,牛市,990.0,0.96,79.0
2025-08-08,买入,6.72,15500,104160.0,15500.0,104160.0,601288,农业银行,牛市,,,
2025-08-28,卖出,7.08,15500,109740.0,,,601288,农业银行,牛市,5580.0,5.357142857142857,106.0
2025-09-26,买入,6.59,16700,110053.0,16700.0,110053.0,601288,农业银行,牛市,,,
2025-10-31,结算,7.96,16700,132932.0,,,601288,农业银行,牛市,22879.0,20.789074355083457,170.0
2024-11-04,买入,4.77,20900,99692.99999999999,20900.0,99692.99999999999,601288,农业银行,震荡,,,
2024-11-12,卖出,4.68,20900,97812.0,,,601288,农业银行,震荡,-1880.9999999999854,-1.8867924528301745,8.0
2024-11-19,买入,4.8,20400,97920.0,20400.0,97920.0,601288,农业银行,震荡,,,
2024-12-19,卖出,5.1,20400,104040.0,,,601288,农业银行,震荡,6120.0,6.25,45.0
2024-12-24,买入,5.18,20100,104118.0,20100.0,104118.0,601288,农业银行,震荡,,,
2025-01-03,卖出,5.19,20100,104319.00000000001,,,601288,农业银行,震荡,201.00000000001455,0.19305019305020701,60.0
2025-01-20,买入,5.06,20600,104235.99999999999,20600.0,104235.99999999999,601288,农业银行,震荡,,,
2025-01-21,卖出,5.02,20600,103411.99999999999,,,601288,农业银行,震荡,-824.0,-0.790513833992095,78.0
2025-01-24,买入,5.05,20500,103525.0,20500.0,103525.0,601288,农业银行,震荡,,,
2025-02-26,卖出,5.11,20500,104755.0,,,601288,农业银行,震荡,1230.0,1.188118811881188,114.0
2025-03-17,买入,5.1,20500,104549.99999999999,20500.0,104549.99999999999,601288,农业银行,震荡,,,
2025-04-01,结算,5.13,20500,105165.0,,,601288,农业银行,震荡,615.0000000000146,0.5882352941176611,148.0
2024-05-29,买入,4.45,22400,99680.0,22400.0,99680.0,601288,农业银行,熊市,,,
2024-06-11,卖出,4.26,22400,95424.0,,,601288,农业银行,熊市,-4256.0,-4.269662921348314,13.0
2024-06-17,买入,4.24,22500,95400.0,22500.0,95400.0,601288,农业银行,熊市,,,
2024-06-18,卖出,4.17,22500,93825.0,,,601288,农业银行,熊市,-1575.0,-1.650943396226415,20.0
2024-07-25,买入,4.77,19700,93968.99999999999,19700.0,93968.99999999999,601288,农业银行,熊市,,,
2024-07-26,卖出,4.71,19700,92787.0,,,601288,农业银行,熊市,-1181.9999999999854,-1.2578616352201104,58.0
2024-08-13,买入,4.64,20000,92800.0,20000.0,92800.0,601288,农业银行,熊市,,,
2024-08-23,卖出,4.91,20000,98200.0,,,601288,农业银行,熊市,5400.0,5.818965517241379,86.0
2025-05-07,买入,7.39,13500,99765.0,13500.0,99765.0,601319,中国人保,牛市,,,
2025-05-19,卖出,8.21,13500,110835.00000000001,,,601319,中国人保,牛市,11070.000000000015,11.096075778078498,12.0
2025-05-23,买入,8.35,13300,111055.0,13300.0,111055.0,601319,中国人保,牛市,,,
2025-05-26,卖出,8.23,13300,109459.0,,,601319,中国人保,牛市,-1596.0,-1.437125748502994,19.0
2025-06-04,买入,8.32,13100,108992.0,13100.0,108992.0,601319,中国人保,牛市,,,
2025-06-10,卖出,8.26,13100,108206.0,,,601319,中国人保,牛市,-786.0,-0.7211538461538461,34.0
2025-06-12,买入,8.37,12900,107972.99999999999,12900.0,107972.99999999999,601319,中国人保,牛市,,,
2025-06-19,卖出,8.46,12900,109134.00000000001,,,601319,中国人保,牛市,1161.000000000029,1.0752688172043283,43.0
2025-06-25,买入,9.0,12200,109800.0,12200.0,109800.0,601319,中国人保,牛市,,,
2025-06-30,卖出,8.75,12200,106750.0,,,601319,中国人保,牛市,-3050.0,-2.7777777777777777,54.0
2025-07-22,买入,8.41,12600,105966.0,12600.0,105966.0,601319,中国人保,牛市,,,
2025-08-28,卖出,8.51,12600,107226.0,,,601319,中国人保,牛市,1260.0,1.1890606420927468,113.0
2025-09-23,买入,7.74,13900,107586.0,13900.0,107586.0,601319,中国人保,牛市,,,
2025-09-26,卖出,7.68,13900,106752.0,,,601319,中国人保,牛市,-834.0,-0.7751937984496124,142.0
2025-09-29,买入,7.73,13800,106674.0,13800.0,106674.0,601319,中国人保,牛市,,,
2025-10-31,结算,8.44,13800,116472.0,,,601319,中国人保,牛市,9798.0,9.184993531694696,177.0
2024-11-11,买入,7.5,13300,99750.0,13300.0,99750.0,601319,中国人保,震荡,,,
2024-11-13,卖出,7.22,13300,96026.0,,,601319,中国人保,震荡,-3724.0,-3.733333333333334,2.0
2024-12-13,买入,7.6,12600,95760.0,12600.0,95760.0,601319,中国人保,震荡,,,
2024-12-20,卖出,7.4,12600,93240.0,,,601319,中国人保,震荡,-2520.0,-2.631578947368421,39.0
2024-12-25,买入,7.56,12400,93744.0,12400.0,93744.0,601319,中国人保,震荡,,,
2025-01-03,卖出,7.16,12400,88784.0,,,601319,中国人保,震荡,-4960.0,-5.291005291005291,53.0
2025-01-16,买入,6.76,13100,88556.0,13100.0,88556.0,601319,中国人保,震荡,,,
2025-03-04,卖出,6.6,13100,86460.0,,,601319,中国人保,震荡,-2096.0,-2.366863905325444,113.0
2025-03-07,买入,6.71,12900,86559.0,12900.0,86559.0,601319,中国人保,震荡,,,
2025-03-11,卖出,6.57,12900,84753.0,,,601319,中国人保,震荡,-1806.0,-2.086438152011923,120.0
2025-03-14,买入,6.67,12700,84709.0,12700.0,84709.0,601319,中国人保,震荡,,,
2025-03-31,卖出,6.8,12700,86360.0,,,601319,中国人保,震荡,1651.0,1.9490254872563717,140.0
2024-06-17,买入,5.16,19300,99588.0,19300.0,99588.0,601319,中国人保,熊市,,,
2024-06-18,卖出,5.14,19300,99202.0,,,601319,中国人保,熊市,-386.0,-0.3875968992248062,1.0
2024-07-18,买入,5.38,18500,99530.0,18500.0,99530.0,601319,中国人保,熊市,,,
2024-07-24,卖出,5.51,18500,101935.0,,,601319,中国人保,熊市,2405.0,2.41635687732342,37.0
2024-09-02,买入,5.98,17000,101660.0,17000.0,101660.0,601319,中国人保,熊市,,,
2024-09-09,卖出,6.1,17000,103700.0,,,601319,中国人保,熊市,2040.0,2.0066889632107023,84.0
2025-05-23,买入,8.3,12000,99600.00000000001,12000.0,99600.00000000001,601857,中国石油,牛市,,,
2025-05-26,卖出,8.19,12000,98280.0,,,601857,中国石油,牛市,-1320.0000000000146,-1.3253012048192914,3.0
2025-05-29,买入,8.35,11800,98530.0,11800.0,98530.0,601857,中国石油,牛市,,,
2025-06-24,卖出,8.85,11800,104430.0,,,601857,中国石油,牛市,5900.0,5.9880239520958085,32.0
2025-07-09,买入,8.59,12100,103939.0,12100.0,103939.0,601857,中国石油,牛市,,,
2025-07-14,卖出,8.69,12100,105149.0,,,601857,中国石油,牛市,1210.0,1.1641443538998837,52.0
2025-07-31,买入,8.88,11900,105672.00000000001,11900.0,105672.00000000001,601857,中国石油,牛市,,,
2025-09-03,卖出,9.08,11900,108052.0,,,601857,中国石油,牛市,2379.9999999999854,2.252252252252238,103.0
2025-09-29,买入,8.18,13200,107976.0,13200.0,107976.0,601857,中国石油,牛市,,,
2025-10-09,卖出,8.07,13200,106524.0,,,601857,中国石油,牛市,-1452.0,-1.3447432762836184,139.0
2025-10-10,买入,8.23,12900,106167.0,12900.0,106167.0,601857,中国石油,牛市,,,
2025-10-31,结算,9.15,12900,118035.0,,,601857,中国石油,牛市,11868.0,11.178614823815309,161.0
2024-11-04,买入,8.31,12000,99720.0,12000.0,99720.0,601857,中国石油,震荡,,,
2024-12-19,卖出,8.46,12000,101520.00000000001,,,601857,中国石油,震荡,1800.0000000000146,1.8050541516245633,45.0
2025-02-10,买入,8.25,12300,101475.0,12300.0,101475.0,601857,中国石油,震荡,,,
2025-02-18,卖出,8.05,12300,99015.00000000001,,,601857,中国石油,震荡,-2459.9999999999854,-2.42424242424241,106.0
2025-02-28,买入,7.85,12600,98910.0,12600.0,98910.0,601857,中国石油,震荡,,,
2025-04-01,结算,8.25,12600,103950.0,,,601857,中国石油,震荡,5040.0,5.095541401273886,148.0
2024-05-31,买入,10.11,9800,99078.0,9800.0,99078.0,601857,中国石油,熊市,,,
2024-06-06,卖出,9.8,9800,96040.0,,,601857,中国石油,熊市,-3038.0,-3.066271018793274,6.0
2024-07-05,买入,10.63,9100,96733.0,9100.0,96733.0,601857,中国石油,熊市,,,
2024-07-09,卖出,10.66,9100,97006.0,,,601857,中国石油,熊市,273.0,0.28222013170272814,39.0
2024-08-02,买入,8.87,10900,96682.99999999999,10900.0,96682.99999999999,601857,中国石油,熊市,,,
2024-08-06,卖出,8.48,10900,92432.0,,,601857,中国石油,熊市,-4250.999999999985,-4.396843291995476,67.0
2024-08-08,买入,8.65,10700,92555.0,10700.0,92555.0,601857,中国石油,熊市,,,
2024-08-23,卖出,8.92,10700,95444.0,,,601857,中国石油,熊市,2889.0,3.121387283236994,84.0
2024-08-27,买入,9.11,10500,95655.0,10500.0,95655.0,601857,中国石油,熊市,,,
2024-09-04,卖出,8.49,10500,89145.0,,,601857,中国石油,熊市,-6510.0,-6.805708013172337,96.0
2025-05-16,买入,6.15,16200,99630.0,16200.0,99630.0,601872,招商轮船,牛市,,,
2025-05-21,卖出,6.09,16200,98658.0,,,601872,招商轮船,牛市,-972.0,-0.975609756097561,5.0
2025-06-17,买入,6.6,15000,99000.0,15000.0,99000.0,601872,招商轮船,牛市,,,
2025-06-25,卖出,6.14,15000,92100.0,,,601872,招商轮船,牛市,-6900.0,-6.969696969696971,40.0
2025-07-15,买入,6.16,14900,91784.0,14900.0,91784.0,601872,招商轮船,牛市,,,
2025-07-16,卖出,6.08,14900,90592.0,,,601872,招商轮船,牛市,-1192.0,-1.2987012987012987,61.0
2025-07-21,买入,6.08,14900,90592.0,14900.0,90592.0,601872,招商轮船,牛市,,,
2025-07-31,卖出,6.15,14900,91635.0,,,601872,招商轮船,牛市,1043.0,1.151315789473684,76.0
2025-08-25,买入,6.54,14000,91560.0,14000.0,91560.0,601872,招商轮船,牛市,,,
2025-08-28,卖出,6.53,14000,91420.0,,,601872,招商轮船,牛市,-140.0,-0.1529051987767584,104.0
2025-10-09,买入,8.45,10800,91259.99999999999,10800.0,91259.99999999999,601872,招商轮船,牛市,,,
2025-10-10,卖出,8.5,10800,91800.0,,,601872,招商轮船,牛市,540.0000000000146,0.591715976331377,147.0
2024-11-04,买入,6.87,14500,99615.0,14500.0,99615.0,601872,招商轮船,震荡,,,
2024-11-29,卖出,6.28,14500,91060.0,,,601872,招商轮船,震荡,-8555.0,-8.58806404657933,25.0
2024-12-04,买入,6.35,14400,91440.0,14400.0,91440.0,601872,招商轮船,震荡,,,
2025-02-26,卖出,6.32,14400,91008.0,,,601872,招商轮船,震荡,-432.0,-0.47244094488188976,114.0
2025-03-05,买入,6.24,14500,90480.0,14500.0,90480.0,601872,招商轮船,震荡,,,
2025-04-01,结算,6.61,14500,95845.0,,,601872,招商轮船,震荡,5365.0,5.929487179487179,148.0
2024-05-29,买入,9.49,10500,99645.0,10500.0,99645.0,601872,招商轮船,熊市,,,
2024-05-31,卖出,9.12,10500,95759.99999999999,,,601872,招商轮船,熊市,-3885.0000000000146,-3.89884088514227,2.0
2024-06-21,买入,8.64,11100,95904.0,11100.0,95904.0,601872,招商轮船,熊市,,,
2024-07-26,卖出,7.7,11100,85470.0,,,601872,招商轮船,熊市,-10434.0,-10.87962962962963,58.0
2024-08-02,买入,7.65,11200,85680.0,11200.0,85680.0,601872,招商轮船,熊市,,,
2024-08-06,卖出,7.44,11200,83328.0,,,601872,招商轮船,熊市,-2352.0,-2.7450980392156863,69.0
2024-08-07,买入,7.75,10700,82925.0,10700.0,82925.0,601872,招商轮船,熊市,,,
2024-08-23,卖出,8.18,10700,87526.0,,,601872,招商轮船,熊市,4601.0,5.548387096774193,86.0
2024-08-26,买入,8.13,10800,87804.00000000001,10800.0,87804.00000000001,601872,招商轮船,熊市,,,
2024-08-30,卖出,7.75,10800,83700.0,,,601872,招商轮船,熊市,-4104.000000000015,-4.67404674046742,93.0
2025-07-03,买入,25.98,3800,98724.0,3800.0,98724.0,603816,中国人保,牛市,,,
2025-07-07,卖出,24.34,3800,92492.0,,,603816,中国人保,牛市,-6232.0,-6.312548113933795,4.0
2025-07-29,买入,26.04,3600,93744.0,3600.0,93744.0,603816,中国人保,牛市,,,
2025-08-05,卖出,25.6,3600,92160.0,,,603816,中国人保,牛市,-1584.0,-1.6897081413210446,33.0
