日期,类型,价格,数量,金额,股票代码,股票名称,阶段,利润,利润率,持仓天数
2024-07-24,卖出,16.02,5600,89712.0,600875,东方电气,熊市,-3472.0,-3.7259615384615383,9.0
2024-07-29,买入,16.3,5500,89650.0,600875,东方电气,熊市,,,
2024-07-30,卖出,16.06,5500,88330.0,600875,东方电气,熊市,-1320.0,-1.4723926380368098,1.0
2024-08-01,买入,16.22,5400,87588.0,600875,东方电气,熊市,,,
2024-08-05,卖出,15.77,5400,85158.0,600875,东方电气,熊市,-2430.0,-2.7743526510480887,4.0
2024-08-29,买入,13.5,6400,86400.0,600875,东方电气,熊市,,,
2024-09-06,卖出,13.19,6400,84416.0,600875,东方电气,熊市,-1984.0,-2.2962962962962963,8.0
2025-05-08,买入,38.48,2500,96199.99999999999,601088,中国神华,牛市,,,
2025-05-28,卖出,39.53,2500,98825.0,601088,中国神华,牛市,2625.0000000000146,2.728690228690244,20.0
2025-05-30,买入,39.78,2500,99450.0,601088,中国神华,牛市,,,
2025-06-03,卖出,39.24,2500,98100.0,601088,中国神华,牛市,-1350.0,-1.3574660633484164,4.0
2025-07-02,买入,40.94,2400,98256.0,601088,中国神华,牛市,,,
2025-07-08,卖出,37.75,2400,90600.0,601088,中国神华,牛市,-7656.0,-7.791890571568148,6.0
2025-07-21,买入,37.51,2400,90024.0,601088,中国神华,牛市,,,
2025-07-30,卖出,38.01,2400,91224.0,601088,中国神华,牛市,1200.0,1.3329778725673154,9.0
2025-07-31,买入,38.28,2400,91872.0,601088,中国神华,牛市,,,
2025-08-18,卖出,41.32,2400,99168.0,601088,中国神华,牛市,7296.0,7.941483803552769,18.0
2025-08-19,买入,39.15,2600,101790.0,601088,中国神华,牛市,,,
2025-08-29,卖出,37.9,2600,98540.0,601088,中国神华,牛市,-3250.0,-3.1928480204342273,10.0
2025-09-03,买入,38.17,2500,95425.0,601088,中国神华,牛市,,,
2025-10-30,卖出,42.31,2500,105775.0,601088,中国神华,牛市,10350.0,10.84621430442756,57.0
2024-11-20,买入,40.85,2400,98040.0,601088,中国神华,震荡,,,
2024-12-20,卖出,42.6,2400,102240.0,601088,中国神华,震荡,4200.0,4.283965728274174,30.0
2025-01-17,买入,39.68,2600,103168.0,601088,中国神华,震荡,,,
2025-01-21,卖出,38.78,2600,100828.0,601088,中国神华,震荡,-2340.0,-2.2681451612903225,4.0
2025-01-24,买入,38.62,2600,100412.0,601088,中国神华,震荡,,,
2025-02-19,卖出,36.62,2600,95212.0,601088,中国神华,震荡,-5200.0,-5.178663904712584,26.0
2025-02-25,买入,35.53,2700,95931.0,601088,中国神华,震荡,,,
2025-04-01,结算,38.65,2700,104355.0,601088,中国神华,震荡,8424.0,8.781311567689276,35.0
2024-05-24,买入,42.08,2300,96784.0,601088,中国神华,熊市,,,
2024-06-18,卖出,43.52,2300,100096.0,601088,中国神华,熊市,3312.0,3.4220532319391634,25.0
2024-07-03,买入,45.6,2200,100320.0,601088,中国神华,熊市,,,
2024-07-09,卖出,43.3,2200,95260.0,601088,中国神华,熊市,-5060.0,-5.0438596491228065,6.0
2024-07-19,买入,42.03,2300,96669.0,601088,中国神华,熊市,,,
2024-07-30,卖出,40.68,2300,93564.0,601088,中国神华,熊市,-3105.0,-3.2119914346895073,11.0
2024-08-09,买入,38.8,2400,93120.0,601088,中国神华,熊市,,,
2024-09-05,卖出,39.63,2400,95112.0,601088,中国神华,熊市,1992.0,2.1391752577319587,27.0
2025-06-05,买入,5.57,17900,99703.0,601288,农业银行,牛市,,,
2025-06-30,卖出,5.85,17900,104715.0,601288,农业银行,牛市,5012.0,5.026929982046679,25.0
2025-07-07,买入,6.03,17400,104922.0,601288,农业银行,牛市,,,
2025-07-16,卖出,6.31,17400,109794.0,601288,农业银行,牛市,4872.0,4.643449419568822,9.0
2025-07-29,买入,6.2,17700,109740.0,601288,农业银行,牛市,,,
2025-08-28,卖出,7.08,17700,125316.0,601288,农业银行,牛市,15576.0,14.193548387096774,30.0
2025-09-26,买入,6.59,19000,125210.0,601288,农业银行,牛市,,,
2025-10-31,结算,7.96,19000,151240.0,601288,农业银行,牛市,26030.0,20.789074355083457,35.0
2024-11-04,买入,4.77,20900,99692.99999999999,601288,农业银行,震荡,,,
2024-11-12,卖出,4.68,20900,97812.0,601288,农业银行,震荡,-1880.9999999999854,-1.8867924528301745,8.0
2024-11-19,买入,4.8,20400,97920.0,601288,农业银行,震荡,,,
2024-12-19,卖出,5.1,20400,104040.0,601288,农业银行,震荡,6120.0,6.25,30.0
2024-12-24,买入,5.18,20100,104118.0,601288,农业银行,震荡,,,
2025-01-03,卖出,5.19,20100,104319.00000000001,601288,农业银行,震荡,201.00000000001455,0.19305019305020701,10.0
2025-01-17,买入,5.08,20500,104140.0,601288,农业银行,震荡,,,
2025-01-21,卖出,5.02,20500,102909.99999999999,601288,农业银行,震荡,-1230.0000000000146,-1.1811023622047385,4.0
2025-01-24,买入,5.05,20400,103020.0,601288,农业银行,震荡,,,
2025-02-26,卖出,5.11,20400,104244.0,601288,农业银行,震荡,1224.0,1.188118811881188,33.0
2025-03-07,买入,5.11,20400,104244.0,601288,农业银行,震荡,,,
2025-03-11,卖出,5.05,20400,103020.0,601288,农业银行,震荡,-1224.0,-1.1741682974559686,4.0
2025-03-28,买入,5.14,20000,102800.0,601288,农业银行,震荡,,,
2025-04-01,结算,5.13,20000,102600.0,601288,农业银行,震荡,-200.0,-0.19455252918287938,4.0
2024-06-17,买入,4.24,23500,99640.0,601288,农业银行,熊市,,,
2024-06-18,卖出,4.17,23500,97995.0,601288,农业银行,熊市,-1645.0,-1.650943396226415,1.0
2024-06-20,买入,4.22,23300,98326.0,601288,农业银行,熊市,,,
2024-07-23,卖出,4.63,23300,107879.0,601288,农业银行,熊市,9553.0,9.715639810426541,33.0
2024-07-25,买入,4.77,22600,107801.99999999999,601288,农业银行,熊市,,,
2024-07-26,卖出,4.71,22600,106446.0,601288,农业银行,熊市,-1355.9999999999854,-1.2578616352201124,1.0
2024-08-13,买入,4.64,22900,106255.99999999999,601288,农业银行,熊市,,,
2024-08-30,卖出,4.67,22900,106943.0,601288,农业银行,熊市,687.0000000000146,0.6465517241379448,17.0
2025-05-07,买入,7.39,13500,99765.0,601319,中国人保,牛市,,,
2025-05-20,卖出,8.22,13500,110970.00000000001,601319,中国人保,牛市,11205.000000000015,11.231393775372139,13.0
2025-05-23,买入,8.35,13300,111055.0,601319,中国人保,牛市,,,
2025-05-26,卖出,8.23,13300,109459.0,601319,中国人保,牛市,-1596.0,-1.437125748502994,3.0
2025-06-04,买入,8.32,13100,108992.0,601319,中国人保,牛市,,,
2025-06-11,卖出,8.34,13100,109254.0,601319,中国人保,牛市,262.0,0.2403846153846154,7.0
2025-06-12,买入,8.37,13100,109646.99999999999,601319,中国人保,牛市,,,
2025-06-19,卖出,8.46,13100,110826.00000000001,601319,中国人保,牛市,1179.000000000029,1.0752688172043277,7.0
2025-06-25,买入,9.0,12300,110700.0,601319,中国人保,牛市,,,
2025-06-30,卖出,8.75,12300,107625.0,601319,中国人保,牛市,-3075.0,-2.7777777777777777,5.0
2025-07-15,买入,8.55,12600,107730.00000000001,601319,中国人保,牛市,,,
2025-07-16,卖出,8.41,12600,105966.0,601319,中国人保,牛市,-1764.0000000000146,-1.6374269005848086,1.0
2025-07-30,买入,8.52,12400,105648.0,601319,中国人保,牛市,,,
2025-08-04,卖出,8.14,12400,100936.0,601319,中国人保,牛市,-4712.0,-4.460093896713615,5.0
2025-08-15,买入,8.46,11900,100674.00000000001,601319,中国人保,牛市,,,
2025-09-02,卖出,8.75,11900,104125.0,601319,中国人保,牛市,3450.9999999999854,3.427895981087455,18.0
2025-09-23,买入,7.74,13500,104490.0,601319,中国人保,牛市,,,
2025-09-26,卖出,7.68,13500,103680.0,601319,中国人保,牛市,-810.0,-0.7751937984496124,3.0
2025-09-29,买入,7.73,13400,103582.0,601319,中国人保,牛市,,,
2025-10-31,结算,8.44,13400,113096.0,601319,中国人保,牛市,9514.0,9.184993531694696,32.0
2024-11-11,买入,7.5,13300,99750.0,601319,中国人保,震荡,,,
2024-11-13,卖出,7.22,13300,96026.0,601319,中国人保,震荡,-3724.0,-3.733333333333334,2.0
2024-11-28,买入,7.25,13200,95700.0,601319,中国人保,震荡,,,
2024-12-20,卖出,7.4,13200,97680.0,601319,中国人保,震荡,1980.0,2.0689655172413794,22.0
2024-12-25,买入,7.56,12900,97524.0,601319,中国人保,震荡,,,
2025-01-03,卖出,7.16,12900,92364.0,601319,中国人保,震荡,-5160.0,-5.291005291005291,9.0
2025-01-16,买入,6.76,13700,92612.0,601319,中国人保,震荡,,,
2025-03-04,卖出,6.6,13700,90420.0,601319,中国人保,震荡,-2192.0,-2.366863905325444,47.0
2025-03-07,买入,6.71,13500,90585.0,601319,中国人保,震荡,,,
2025-03-11,卖出,6.57,13500,88695.0,601319,中国人保,震荡,-1890.0,-2.086438152011923,4.0
2025-03-14,买入,6.67,13300,88711.0,601319,中国人保,震荡,,,
2025-03-31,卖出,6.8,13300,90440.0,601319,中国人保,震荡,1729.0,1.9490254872563717,17.0
2024-06-17,买入,5.16,19300,99588.0,601319,中国人保,熊市,,,
2024-08-07,卖出,5.6,19300,108080.0,601319,中国人保,熊市,8492.0,8.527131782945736,51.0
2024-08-19,买入,5.61,19300,108273.0,601319,中国人保,熊市,,,
2024-08-30,卖出,5.86,19300,113098.0,601319,中国人保,熊市,4825.0,4.45632798573975,11.0
2024-09-02,买入,5.98,18900,113022.00000000001,601319,中国人保,熊市,,,
2024-09-09,卖出,6.1,18900,115290.0,601319,中国人保,熊市,2267.9999999999854,2.006688963210689,7.0
2025-05-23,买入,8.3,12000,99600.00000000001,601857,中国石油,牛市,,,
2025-05-26,卖出,8.19,12000,98280.0,601857,中国石油,牛市,-1320.0000000000146,-1.3253012048192914,3.0
2025-06-06,买入,8.4,11700,98280.0,601857,中国石油,牛市,,,
2025-06-24,卖出,8.85,11700,103545.0,601857,中国石油,牛市,5265.0,5.357142857142857,18.0
2025-07-09,买入,8.59,12100,103939.0,601857,中国石油,牛市,,,
2025-07-29,卖出,8.59,12100,103939.0,601857,中国石油,牛市,0.0,0.0,20.0
2025-07-31,买入,8.88,11700,103896.00000000001,601857,中国石油,牛市,,,
2025-08-05,卖出,8.47,11700,99099.00000000001,601857,中国石油,牛市,-4797.0,-4.617117117117116,5.0
2025-08-07,买入,8.62,11500,99129.99999999999,601857,中国石油,牛市,,,
2025-09-09,卖出,8.89,11500,102235.0,601857,中国石油,牛市,3105.0000000000146,3.132250580046419,33.0
2025-09-29,买入,8.18,12500,102250.0,601857,中国石油,牛市,,,
2025-10-09,卖出,8.07,12500,100875.0,601857,中国石油,牛市,-1375.0,-1.3447432762836184,10.0
2025-10-10,买入,8.23,12200,100406.0,601857,中国石油,牛市,,,
2025-10-31,结算,9.15,12200,111630.0,601857,中国石油,牛市,11224.0,11.178614823815309,21.0
2024-11-04,买入,8.31,12000,99720.0,601857,中国石油,震荡,,,
2025-01-03,卖出,8.81,12000,105720.0,601857,中国石油,震荡,6000.0,6.016847172081829,60.0
2025-02-10,买入,8.25,12800,105600.0,601857,中国石油,震荡,,,
2025-02-18,卖出,8.05,12800,103040.00000000001,601857,中国石油,震荡,-2559.9999999999854,-2.4242424242424105,8.0
2025-02-28,买入,7.85,13100,102835.0,601857,中国石油,震荡,,,
2025-04-01,结算,8.25,13100,108075.0,601857,中国石油,震荡,5240.0,5.095541401273886,32.0
2024-05-21,买入,10.13,9800,99274.00000000001,601857,中国石油,熊市,,,
2024-06-06,卖出,9.8,9800,96040.0,601857,中国石油,熊市,-3234.0000000000146,-3.2576505429417715,16.0
2024-06-20,买入,9.87,9800,96725.99999999999,601857,中国石油,熊市,,,
2024-07-18,卖出,10.12,9800,99175.99999999999,601857,中国石油,熊市,2450.0,2.5329280648429586,28.0
2024-08-02,买入,8.87,11100,98456.99999999999,601857,中国石油,熊市,,,
2024-08-06,卖出,8.48,11100,94128.0,601857,中国石油,熊市,-4328.999999999985,-4.396843291995476,4.0
2024-08-08,买入,8.65,10900,94285.0,601857,中国石油,熊市,,,
2024-09-04,卖出,8.49,10900,92541.0,601857,中国石油,熊市,-1744.0,-1.8497109826589597,27.0
2025-05-07,买入,6.18,16100,99498.0,601872,招商轮船,牛市,,,
2025-05-21,卖出,6.09,16100,98049.0,601872,招商轮船,牛市,-1449.0,-1.4563106796116505,14.0
2025-06-16,买入,6.66,14700,97902.0,601872,招商轮船,牛市,,,
2025-06-25,卖出,6.14,14700,90258.0,601872,招商轮船,牛市,-7644.0,-7.807807807807808,9.0
2025-07-15,买入,6.16,14700,90552.0,601872,招商轮船,牛市,,,
2025-07-16,卖出,6.08,14700,89376.0,601872,招商轮船,牛市,-1176.0,-1.2987012987012987,1.0
2025-07-23,买入,6.25,14300,89375.0,601872,招商轮船,牛市,,,
2025-07-31,卖出,6.15,14300,87945.0,601872,招商轮船,牛市,-1430.0,-1.6,8.0
2025-08-22,买入,6.28,14000,87920.0,601872,招商轮船,牛市,,,
2025-09-19,卖出,8.6,14000,120400.0,601872,招商轮船,牛市,32480.0,36.94267515923567,28.0
2025-10-09,买入,8.45,14200,119989.99999999999,601872,招商轮船,牛市,,,
2025-10-10,卖出,8.5,14200,120700.0,601872,招商轮船,牛市,710.0000000000146,0.5917159763313732,1.0
2025-10-30,买入,8.98,13500,121230.0,601872,招商轮船,牛市,,,
2025-10-31,结算,9.26,13500,125010.0,601872,招商轮船,牛市,3780.0,3.11804008908686,1.0
2024-11-04,买入,6.87,14500,99615.0,601872,招商轮船,震荡,,,
2024-11-27,卖出,6.5,14500,94250.0,601872,招商轮船,震荡,-5365.0,-5.385735080058224,23.0
2024-12-04,买入,6.35,14900,94615.0,601872,招商轮船,震荡,,,
2025-02-20,卖出,6.55,14900,97595.0,601872,招商轮船,震荡,2980.0,3.149606299212598,78.0
2025-03-05,买入,6.24,15600,97344.0,601872,招商轮船,震荡,,,
2025-04-01,结算,6.61,15600,103116.0,601872,招商轮船,震荡,5772.0,5.929487179487179,27.0
2024-05-29,买入,9.49,10500,99645.0,601872,招商轮船,熊市,,,
2024-06-13,卖出,8.75,10500,91875.0,601872,招商轮船,熊市,-7770.0,-7.797681770284511,15.0
2024-06-21,买入,8.64,10600,91584.0,601872,招商轮船,熊市,,,
2024-06-28,卖出,8.2,10600,86919.99999999999,601872,招商轮船,熊市,-4664.000000000015,-5.0925925925926085,7.0
2024-07-01,买入,8.46,10300,87138.00000000001,601872,招商轮船,熊市,,,
2024-07-18,卖出,7.9,10300,81370.0,601872,招商轮船,熊市,-5768.000000000015,-6.619385342789613,17.0
2024-07-22,买入,8.06,10100,81406.0,601872,招商轮船,熊市,,,
2024-07-26,卖出,7.7,10100,77770.0,601872,招商轮船,熊市,-3636.0,-4.466501240694789,4.0
2024-08-02,买入,7.65,10200,78030.0,601872,招商轮船,熊市,,,
2024-08-06,卖出,7.44,10200,75888.0,601872,招商轮船,熊市,-2142.0,-2.7450980392156863,4.0
2024-08-07,买入,7.75,9800,75950.0,601872,招商轮船,熊市,,,
2024-08-30,卖出,7.75,9800,75950.0,601872,招商轮船,熊市,0.0,0.0,23.0
2025-06-05,买入,25.04,3900,97656.0,603816,中国人保,牛市,,,
2025-06-23,卖出,24.66,3900,96174.0,603816,中国人保,牛市,-1482.0,-1.5175718849840254,18.0
2025-06-26,买入,25.55,3800,97090.0,603816,中国人保,牛市,,,
2025-07-07,卖出,24.34,3800,92492.0,603816,中国人保,牛市,-4598.0,-4.735812133072407,11.0
2025-07-24,买入,25.95,3600,93420.0,603816,中国人保,牛市,,,
2025-08-05,卖出,25.6,3600,92160.0,603816,中国人保,牛市,-1260.0,-1.348747591522158,12.0
2025-08-06,买入,25.89,3500,90615.0,603816,中国人保,牛市,,,
2025-08-28,卖出,28.98,3500,101430.0,603816,中国人保,牛市,10815.0,11.935110081112398,22.0
2025-09-09,买入,30.15,3400,102510.0,603816,中国人保,牛市,,,
2025-09-15,卖出,30.0,3400,102000.0,603816,中国人保,牛市,-510.0,-0.4975124378109453,6.0
2025-09-18,买入,31.13,3300,102729.0,603816,中国人保,牛市,,,
2025-09-19,卖出,30.3,3300,99990.0,603816,中国人保,牛市,-2739.0,-2.6662383552842917,1.0
2025-09-22,买入,31.6,3100,97960.0,603816,中国人保,牛市,,,
2025-09-23,卖出,30.72,3100,95232.0,603816,中国人保,牛市,-2728.0,-2.7848101265822782,1.0
2025-10-20,买入,30.39,3200,97248.0,603816,中国人保,牛市,,,
2025-10-21,卖出,29.8,3200,95360.0,603816,中国人保,牛市,-1888.0,-1.941428101349128,1.0
2025-10-31,买入,30.27,3100,93837.0,603816,中国人保,牛市,,,
2025-10-31,结算,30.81,3100,95511.0,603816,中国人保,牛市,1674.0,1.7839444995044598,0.0
2024-11-06,买入,32.96,3000,98880.0,603816,中国人保,震荡,,,
2024-11-14,卖出,30.98,3000,92940.0,603816,中国人保,震荡,-5940.0,-6.007281553398059,8.0
2024-11-28,买入,28.03,3300,92499.0,603816,中国人保,震荡,,,
2024-12-27,卖出,27.81,3300,91773.0,603816,中国人保,震荡,-726.0,-0.784873349982162,29.0
2025-01-03,买入,28.34,3200,90688.0,603816,中国人保,震荡,,,
2025-01-10,卖出,28.1,3200,89920.0,603816,中国人保,震荡,-768.0,-0.8468595624558928,7.0
2025-01-23,买入,27.3,3300,90090.0,603816,中国人保,震荡,,,
2025-02-21,卖出,27.85,3300,91905.0,603816,中国人保,震荡,1815.0,2.0146520146520146,29.0
2025-03-03,买入,28.41,3300,93753.0,603816,中国人保,震荡,,,
2025-03-31,卖出,26.2,3300,86460.0,603816,中国人保,震荡,-7293.0,-7.778951073565646,28.0
2024-06-05,买入,36.87,2700,99549.0,603816,中国人保,熊市,,,
2024-06-11,卖出,34.79,2700,93933.0,603816,中国人保,熊市,-5616.0,-5.641442907512883,6.0
2024-06-24,买入,32.85,2800,91980.0,603816,中国人保,熊市,,,
2024-07-01,卖出,32.22,2800,90216.0,603816,中国人保,熊市,-1764.0,-1.9178082191780823,7.0
2024-07-02,买入,33.1,2700,89370.0,603816,中国人保,熊市,,,
2024-07-03,卖出,31.74,2700,85698.0,603816,中国人保,熊市,-3672.0,-4.108761329305136,1.0
2024-07-18,买入,25.58,3400,86972.0,603816,中国人保,熊市,,,
2024-07-24,卖出,23.55,3400,80070.0,603816,中国人保,熊市,-6902.0,-7.935887412040657,6.0
2024-07-29,买入,23.7,3400,80580.0,603816,中国人保,熊市,,,
2024-08-26,卖出,25.0,3400,85000.0,603816,中国人保,熊市,4420.0,5.485232067510549,28.0
2024-09-03,买入,23.97,3600,86292.0,603816,中国人保,熊市,,,
2024-09-12,结算,22.57,3600,81252.0,603816,中国人保,熊市,-5040.0,-5.840634125990822,9.0
